ex_block_i_gen_multdiv_fast.multdiv_i_op_quotient_q_reg\[22\] | DFFRHQX1                  | Physically Disconnected
g102343                   | NOR2X1                    | Physically Disconnected
g102344                   | NOR2X1                    | Physically Disconnected
g102584                   | NOR2X1                    | Physically Disconnected
g102677                   | NOR2X1                    | Physically Disconnected
g103057                   | NOR2X1                    | Physically Disconnected
g101433__2883             | NAND2X1                   | Physically Disconnected
g102804                   | NAND2X1                   | Physically Disconnected
g102829                   | NAND2X1                   | Physically Disconnected
g102844                   | NAND2X1                   | Physically Disconnected
g102848                   | NAND2X1                   | Physically Disconnected
g102849                   | NAND2X1                   | Physically Disconnected
g102228                   | NAND2BX1                  | Physically Disconnected
g101295__4319             | OR2XL                     | Physically Disconnected
g101194__9315             | AOI221X1                  | Physically Disconnected
g101207__8428             | AOI221X1                  | Physically Disconnected
g101233__5107             | AOI221X1                  | Physically Disconnected
g101260__5477             | AOI221X1                  | Physically Disconnected
g101283__9945             | AOI221X1                  | Physically Disconnected
g102212                   | AOI221X1                  | Physically Disconnected
g102230                   | AOI221X1                  | Physically Disconnected
g102236                   | AOI221X1                  | Physically Disconnected
g102276                   | AOI221X1                  | Physically Disconnected
g102278                   | AOI221X1                  | Physically Disconnected
g102474                   | AOI221X1                  | Physically Disconnected
g101294__6260             | AOI21X1                   | Physically Disconnected
g102241                   | AOI21X1                   | Physically Disconnected
g102250                   | AOI21X1                   | Physically Disconnected
g101508__7410             | NAND2XL                   | Physically Disconnected
g101513__6260             | NAND2XL                   | Physically Disconnected
g101515__8428             | NAND2XL                   | Physically Disconnected
g102585                   | NAND2XL                   | Physically Disconnected
g102662                   | NAND2XL                   | Physically Disconnected
g103077                   | NAND2XL                   | Physically Disconnected
g103089                   | NAND2XL                   | Physically Disconnected
g103095                   | NAND2XL                   | Physically Disconnected
g103097                   | NAND2XL                   | Physically Disconnected
g101365__1881             | MX2XL                     | Physically Disconnected
g102353                   | MX2XL                     | Physically Disconnected
g101229__7410             | OAI211X1                  | Physically Disconnected
g101232__2398             | OAI211X1                  | Physically Disconnected
g101234__6260             | OAI211X1                  | Physically Disconnected
g101253__9315             | OAI211X1                  | Physically Disconnected
g101235__4319             | OAI221X1                  | Physically Disconnected
g101247__1881             | OAI221X1                  | Physically Disconnected
g101355__5526             | OAI221X1                  | Physically Disconnected
g101369__6161             | OAI221X1                  | Physically Disconnected
g101379__5107             | OAI221X1                  | Physically Disconnected
g102248                   | OAI221X1                  | Physically Disconnected
g102251                   | OAI221X1                  | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19674 | AOI31X1                   | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19974 | NOR2XL                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20019 | NOR2XL                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20083 | NOR2XL                    | Physically Disconnected
g103291                   | MXI2XL                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19879 | AOI2BB1X1                 | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19917 | AOI2BB1X1                 | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19993 | AOI2BB1X1                 | Physically Disconnected
g91526                    | INVXL                     | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20055 | INVXL                     | Physically Disconnected
FE_RC_25_0                | INVX1                     | Physically Disconnected
g74468                    | INVX1                     | Physically Disconnected
g91970                    | INVX1                     | Physically Disconnected
ex_block_i_alu_i_add_76_52_g20168 | INVX1                     | Physically Disconnected
FE_RC_107_0               | NAND2BX4                  | Physically Disconnected
FE_RC_105_0               | CLKAND2X12                | Physically Disconnected
FE_RC_24_0                | NOR2BX4                   | Physically Disconnected
g91914                    | NOR2X1                    | Physically Disconnected
ex_block_i_alu_i_add_76_52_g19716 | NOR2X1                    | Physically Disconnected
g74425                    | NAND2X1                   | Physically Disconnected
FE_RC_106_0               | NAND2BX1                  | Physically Disconnected
g74402                    | NAND2BX1                  | Physically Disconnected
g74439                    | NAND2BX1                  | Physically Disconnected
g74383                    | OAI2BB1X1                 | Physically Disconnected
g91264                    | OAI2BB1X1                 | Physically Disconnected
g91273                    | OAI2BB1X1                 | Physically Disconnected
g91318                    | OAI2BB1X1                 | Physically Disconnected
g91319                    | OAI2BB1X1                 | Physically Disconnected
g91322                    | OAI2BB1X1                 | Physically Disconnected
g91330                    | OAI2BB1X1                 | Physically Disconnected
g91344                    | NAND2BXL                  | Physically Disconnected
